kitsu_id,slug,status,title_canonical,title_en,title_ja,title_norm_canonical,title_norm_en,title_norm_ja,synopsis_clean,rating_average_10,rating_rank,popularity_rank,categories_json,genres_json,authors_json
24407,tonari-no-kaibutsu-kun,finished,Tonari no Kaibutsu-kun,My Little Monster,となりの怪物くん,tonari no kaibutsu kun,my little monster,,"Mizutani Shizuku is the type of person who only cares for her own grades. But when she accidentally delivers lesson notes to Yoshida Haru, he becomes convinced they are friends. Haru turns out to have a very innocent personality, but who would've thought that Haru would actually confess to Shizuku? A cold-hearted girl and super-troublemaker romance with a fresh new perspective. (Source: MU) Note: Volume 10 contains the extra Kenji to Haru and Volume 11 contains the extras 1-nensei no Koro no Hanashi and Shoujo-tachi no Benkyoukai. Volume 13 has the 4 side story chapters Sasaya-kun no Hanashi 2, Iyo no Ouji-sama Daisakusen! , Riverside no Kodomo-tachi, and Never Ending .",8.197,475,66,"[""Comedy"", ""School Life"", ""Romance""]","[""Comedy"", ""School"", ""Romance""]","[{""name"": ""Robico"", ""role"": ""Scénario & Dessin""}]"
25436,tower-of-god,current,Tower of God,Tower of God,,tower of god,tower of god,,"What do you desire? Fortune? Glory? Power? Revenge? Or something that surpasses all others? What ever you desire, that is here. Tower of God. Join Baam as he climbs each level of the Tower to find his beloved friend, Rachel. Facing impossible missions to mind bending puzzles as he uses any means necessary to reach the top.",8.214,398,67,"[""Fantasy"", ""Action"", ""Adventure"", ""Mystery""]","[""Mystery"", ""Fantasy"", ""Action"", ""Adventure""]",[]
25356,mahou-tsukai-no-yome,current,Mahoutsukai no Yome,The Ancient Magus' Bride,魔法使いの嫁,mahoutsukai no yome,the ancient magus bride,,"Hatori Chise has lived a life full of neglect and abuse, devoid of anything resembling love. Far from the warmth of family, she has had her share of troubles and pitfalls. Just when all hope seems lost, a fateful encounter awaits her. When a man with the head of a beast, wielding strange powers, obtains her through a slave auction, Chise's life will never be the same again. The man is a ""magus,"" a sorcerer of great power, who decides to free Chise from the bonds of captivity. The magus then makes a bold statement: Chise will become his apprentice–and his bride! (Source: Seven Seas Entertainment)",8.239,189,68,"[""Magic"", ""Contemporary Fantasy"", ""Slice of Life"", ""Fantasy""]","[""Magic"", ""Supernatural"", ""Fantasy"", ""Slice of Life""]","[{""name"": ""Kore Yamazaki"", ""role"": ""Scénario & Dessin""}]"
27527,black-clover,current,Black Clover,Black Clover,ブラッククローバー,black clover,black clover,,"Asta is a young boy who dreams of becoming the greatest mage in the kingdom. Only one problem—he can’t use any magic! Luckily for Asta, he receives the incredibly rare five-leaf clover grimoire that gives him the power of anti-magic. Can someone who can’t use magic really become the Wizard King? One thing’s for sure—Asta will never give up! (Source: Viz Media)",7.764,1916,69,"[""Comedy"", ""Magic"", ""Fantasy"", ""Action"", ""Shounen"", ""Elf"", ""Demon"", ""Adventure""]","[""Comedy"", ""Magic"", ""Fantasy"", ""Action""]","[{""name"": ""Yuuki Tabata"", ""role"": ""Scénario & Dessin""}]"
25108,magi-the-labyrinth-of-magic,finished,Magi,Magi: The Labyrinth of Magic,マギ,magi,magi the labyrinth of magic,,"Deep within the desert lie the mysterious Dungeons, vast stores of riches there for the taking by anyone lucky enough to find them and brave enough to venture into the depths from where few have ever returned. Plucky young adventurer Aladdin means to find the Dungeons and their riches, but Aladdin is just as mysterious as the treasures he seeks. Together with his friend, Alibaba, and the genie, Ugo, Aladdin sets out to find his fortune in the depths of the endless dunes...",8.203,455,70,"[""Fantasy"", ""Adventure"", ""Magic"", ""Shounen""]","[""Magic"", ""Fantasy"", ""Adventure""]","[{""name"": ""Shinobu Ohtaka"", ""role"": ""Scénario & Dessin""}]"
54597,the-beginning-after-the-end,current,The Beginning After the End,The Beginning After the End,最強の王様、二度目の人生は何をする？,the beginning after the end,the beginning after the end,,"King Grey has unrivaled strength, wealth, and prestige in a world governed by martial ability. However, solitude lingers closely behind those with great power. Beneath the glamorous exterior of a powerful king lurks the shell of man, devoid of purpose and will.Reincarnated into a new world filled with magic and monsters, the king has a second chance to relive his life. Correcting the mistakes of his past will not be his only challenge, however. Underneath the peace and prosperity of the new world is an undercurrent threatening to destroy everything he has worked for, questioning his role and reason for being born again.(Source:Mangadex)",8.315999999999999,60,71,"[""Demon"", ""Magic"", ""Isekai"", ""Fantasy"", ""Adventure""]",[],[]
55546,kimetsu-no-yaiba-tomioka-giyuu-gaiden,finished,Kimetsu no Yaiba: Tomioka Giyuu Gaiden,Kimetsu no Yaiba: Tomioka Giyuu Gaiden,鬼滅の刃 冨岡義勇 外伝,kimetsu no yaiba tomioka giyuu gaiden,kimetsu no yaiba tomioka giyuu gaiden,,Side-story of Giyuu Tomioka shortly after meeting Tanjirou.,8.49,4,72,"[""Action"", ""Adventure"", ""Demon"", ""Historical"", ""Shounen"", ""Supernatural""]",[],[]
8777,deadman-wonderland,finished,Deadman Wonderland,Deadman Wonderland,デッドマン・ワンダーランド,deadman wonderland,deadman wonderland,,"Ten years have passed since the Great Tokyo Earthquake, and the people's memories of the disaster have faded. Ganta Igarashi, a middle school evacuee, has finally begun to live a normal life...That is, until the day ""Red Man"" appears at his school and Ganta's fate is changed forever. His entire class is brutally murdered, and although innocent of the crime, Ganta is sentenced to death and sent to the bizarre prison known as ""Deadman Wonderland."" An insane and brutal game of prison survival begins! (Source: Tokyopop)",7.904000000000001,1282,73,"[""Science Fiction"", ""Fantasy"", ""Drama"", ""Action"", ""Adventure"", ""Shounen""]","[""Sci-Fi"", ""Supernatural"", ""Drama"", ""Action"", ""Adventure""]","[{""name"": ""Kazuma Kondou"", ""role"": ""Scénario & Dessin""}, {""name"": ""Jinsei Kataoka"", ""role"": ""Scénario & Dessin""}]"
9855,akagami-no-shirayuki-hime,current,Akagami no Shirayuki-hime,Snow White with the Red Hair,赤髪の白雪姫,akagami no shirayuki hime,snow white with the red hair,,"Shirayuki was a young girl born with unique apple-red hair. She meets a famous but foolish Prince Raji, who falls in love with her at first sight and orders her to become his concubine. With nowhere else to go, Shirayuki cuts her hair and escapes to a neighboring country. While traversing through the forests, she meets a young boy, Zen, who helps her after she boldly cures his wounds but then gets poisoned by an apple given to Shirayuki. Meanwhile, Prince Raji sends out henchmen to search for her. What will happen to Shirayuki? What is Zen’s true character? A refreshing fantasy story between an optimistic heroine and a prince who constantly stays on her watch. (Source: Aerandria Scans) Included one-shots: Volume 1: Hachigatsu no Shikisai (Four-season Color of August) Volume 2: Bokura wo Tsunaide. (Bind Us)",8.245000000000001,160,74,"[""Historical"", ""Fantasy"", ""Drama"", ""Romance""]","[""Historical"", ""Fantasy"", ""Drama"", ""Romance""]","[{""name"": ""Sorata Akizuki"", ""role"": ""Scénario & Dessin""}]"
1329,claymore,finished,Claymore,Claymore,CLAYMORE [クレイモア],claymore,claymore,claymore,"In a world constantly haunted by demonic predators known as ""Youma"", the everyday life of humans is full of fear and suspicion, as these monsters easily blend into human society to hunt their hapless prey. However, in this world, there is also a mysterious organization, employing half-human, half-Youma warriors to effectively track down and kill the demons. Called ""silver eyed witches"" or ""Claymores"" after the huge Claymore swords they carry, these female warriors are eyed with suspicion and distrust by most because of their inhuman powers. But there are many currents flowing in the shadows, from the mysterious machinations of the Claymore ""Organization"" and the twisted ambitions of the powerful ""Abyssal Ones"" to the hopes and desires of each Claymore warrior. This story follows the fate of Clare, one of the Claymore operatives as she sails deeper and deeper down the currents of conspiracies and revenge. Note: 4 Extra chapters are included in the chapter count on this page.",8.192,479,75,"[""Fantasy"", ""Horror"", ""Action"", ""Adventure"", ""Angst"", ""Dark Fantasy"", ""Demon"", ""Dystopia"", ""Fantasy World"", ""Past"", ""Plot Continuity"", ""Stereotypes"", ""Super Power"", ""Swordplay"", ""Drama"", ""Violence""]","[""Fantasy"", ""Horror"", ""Action"", ""Adventure""]","[{""name"": ""Norihiro Yagi"", ""role"": ""Scénario & Dessin""}]"
13243,orange,finished,Orange,orange,orange,orange,orange,orange,"Everyone has regrets in life. So who wouldn't take the chance to change the past if given the opportunity? When sixteen-year-old Takamiya Naho receives a mysterious letter, claiming to be from her twenty-seven-year-old self, her life is suddenly thrown into flux. The letter tells her that a new transfer student by the name of Naruse Kakeru will be joining her class, and to keep her eye on him. But why? Naho must decide what to make of the letter and its cryptic warning, and what it means not only for her future, but for Kakeru's as well. (Source: Seven Seas)",8.218,363,76,"[""Science Fiction"", ""School Life"", ""Drama"", ""Romance"", ""Shoujo""]",[],"[{""name"": ""Ichigo Takano"", ""role"": ""Scénario & Dessin""}]"
983,uzumaki,finished,Uzumaki,Uzumaki Spiral into Horror,うずまき,uzumaki,uzumaki spiral into horror,,"Kurozu-cho, a small fogbound town on the coast of Japan, is cursed. According to Shuichi Saito, the withdrawn boyfriend of teenager Kirie Goshima, their town is haunted not by a person or being but by a pattern: uzumaki, the spiral, the hypnotic secret shape of the world. It manifests itself in small ways: seashells, ferns, whirlpools in water, whirlwinds in air. And in large ways: the spiral marks on people's bodies, the insane obsessions of Shuichi's father, the voice from the cochlea in your inner ear. As the madness spreads, the inhabitants of Kurouzu-cho are pulled ever deeper, as if into a whirlpool from which there is no return... (Source: Viz Media) Chosen by the American Library Association (ALA) as one of the Top Ten Great Graphic Novels for Teens 2009. (Vol. 1)",7.914,1239,77,"[""Horror"", ""Drama"", ""Romance"", ""Psychological"", ""Seinen"", ""Supernatural"", ""Dementia""]","[""Supernatural"", ""Psychological"", ""Thriller"", ""Dementia"", ""Horror"", ""Drama"", ""Romance""]","[{""name"": ""Junji Ito"", ""role"": ""Scénario & Dessin""}]"
906,kiseijuu,finished,Kiseijuu,Parasyte,寄生獣,kiseijuu,parasyte,,"They arrive in silence and darkness. They descend from the skies. They have a hunger for human flesh. They are everywhere. They are parasites, alien creatures who must invade–and take control of–a human host to survive. And once they have infected their victims, they can assume any deadly form they choose: monsters with giant teeth, winged demons, creatures with blades for hands. But most have chosen to conceal their lethal purpose behind ordinary human faces. So no one knows their secret–except an ordinary high school student. Shin is battling for control of his own body against an alien parasite, but can he find a way to warn humanity of the horrors to come? (Source: Del Rey)",8.237,195,78,"[""Science Fiction"", ""Horror"", ""Drama"", ""Action"", ""Psychological"", ""Parasite"", ""Alien"", ""Genetic Modification"", ""Humanoid Alien"", ""Seinen"", ""Plot Continuity""]","[""Sci-Fi"", ""Psychological"", ""Thriller"", ""Horror"", ""Drama"", ""Action""]","[{""name"": ""Hitoshi Iwaaki"", ""role"": ""Scénario & Dessin""}]"
6490,pandora-hearts,finished,Pandora Hearts,Pandora Hearts,PandoraHearts,pandora hearts,pandora hearts,pandorahearts,"The air of celebration surrounding fifteen-year-old Oz Vessalius’s coming-of-age ceremony quickly turns to horror when he is condemned for a sin about which he knows nothing. He is thrown into the eternal prison known as the Abyss, from which there is no escape. There, he meets a young girl named Alice, who is not what she seems. Now that the relentless cogs of fate have begun to turn, do they lead only to crushing despair for Oz, or is there some shred of hope for him to grasp on to? (Source: Yen Press) Included one-shot: Volume 8: Pandora Hearts (pilot)",8.242,174,79,"[""Adventure"", ""Contemporary Fantasy"", ""Fantasy"", ""Sports""]","[""Mystery"", ""Supernatural"", ""Sports"", ""Fantasy"", ""Adventure""]","[{""name"": ""Jun Mochizuki"", ""role"": ""Scénario & Dessin""}]"
2811,nisekoi,finished,Nisekoi,Nisekoi: False Love,ニセコイ,nisekoi,nisekoi false love,,"As a child, Raku Ichijo made a secret promise with his childhood sweetheart, keeping a pendant as a memento while his love took the key. He dreams of one day meeting his past love, but years later, reality smashes his hopes when Chitoge Kirisaki accidentally knees him in the face... Though Raku’s a normal high schooler, his family heads the notorious yakuza gang the Shuei-Gumi faction! And he’s dragged into family affairs when he’s forced into a relationship with Chitoge, the daughter of a rival gang’s boss! Despite their constant spats, the two somehow fool everyone with their false relationship. Raku then discovers that Chitoge has a mysterious key from her past, which she can’t remember... Plus, two other girls appear with keys as well—Kosaki Onodera and Marika Tachibana! Caught in the midst of this love maelstrom, even more complications arise for Raku when his class decides on Romeo and Juliet as the class’s play for the school festival. Can the two false lovebirds pull off the impossible and make the play a success? (Source: VIZ Media)",7.6129999999999995,2900,80,"[""Comedy"", ""School Life"", ""Harem"", ""Romance"", ""Shounen""]","[""Comedy"", ""School"", ""Harem"", ""Romance""]","[{""name"": ""Naoshi Komi"", ""role"": ""Scénario & Dessin""}]"
1282,gantz,finished,Gantz,Gantz,GANTZ,gantz,gantz,gantz,"Thought your life was bad? Sometimes, death is worse. There is no salvation, peace, nor god waiting to receive you into their care. But wait, a god? Maybe you are talking about that big black ball stuck in the room with you. Now you are thrown into a game, fighting green aliens and robot monsters for the chance to survive. When Kei Kurono is killed, he thus finds himself caught in such a game; a test of his skills, morals and will to survive. His life is not his own, his death spat and trampled upon over and over again. What happens if he does not listen? God knows. A word of warning: Gantz is not for the faint-hearted, but neither is it as simple as it looks. Gore, rape and violence is rampant, as are portrayals of greed, violence, and all the ugliness that one sees in society today. (Source: MAL Rewrite)",7.937,1164,81,"[""Science Fiction"", ""Horror"", ""Drama"", ""Action"", ""Ecchi"", ""Psychological"", ""Alien"", ""Violence"", ""Thriller"", ""Seinen""]","[""Sci-Fi"", ""Supernatural"", ""Psychological"", ""Thriller"", ""Gore"", ""Horror"", ""Drama"", ""Action"", ""Ecchi""]","[{""name"": ""Hiroya Oku"", ""role"": ""Scénario & Dessin""}]"
18205,onanie-master-kurosawa,finished,Onanie Master Kurosawa,Masturbation Master Kurosawa,オナニーマスター黒沢,onanie master kurosawa,masturbation master kurosawa,,"Kakeru Kurosawa is an antisocial junior high school student. He rarely associates with his classmates, and he looks down on them. But this behavior is topped off by a certain bad habit, his closely guarded secret: every day after school, he sneaks in to the rarely used girls' toilet on the 3rd floor and masturbates in a stall. Kakeru's shadowy routine remains undisturbed until one day, when a diminutive girl from his class, Aya Kitahara, almost discovers him. Their meeting begins a coming-of-age story dealing with blackmail, bullying, revenge, heartbreak and ultimately, redemption. (Source: ANN)",8.16,559,82,"[""School Life"", ""Parody"", ""Drama"", ""Romance"", ""Psychological"", ""Coming Of Age"", ""Seinen""]","[""Psychological"", ""Thriller"", ""School"", ""Parody"", ""Doujinshi"", ""Drama"", ""Romance""]","[{""name"": ""Takuma Yokota"", ""role"": ""Dessin""}, {""name"": ""Katsura Ise"", ""role"": ""Scénario""}]"
1984,soul-eater,finished,Soul Eater,Soul Eater,SOUL EATER,soul eater,soul eater,soul eater,"In a world where technicians wield the select humans who can turn into weapons, Shinigami-sama created a school to teach young technicians and their shape shifting partners what it means to be a just death god. In order to create the ultimate weapon, the students of the school must collect the souls of 99 evil humans and 1 witch.",8.118,661,83,"[""Comedy"", ""Fantasy"", ""Action"", ""Ecchi"", ""Shounen""]","[""Comedy"", ""Supernatural"", ""Fantasy"", ""Action"", ""Ecchi""]","[{""name"": ""Atsushi Ookubo"", ""role"": ""Scénario & Dessin""}]"
27324,given,finished,Given,Given,ギヴン,given,given,,"Ritsuka Uenoyama is bored with it all—with school, with his basketball club, and even with his one true passion: playing guitar. That is, until the day he finds his favorite hidden napping spot occupied by a strange boy cradling a broken-stringed guitar. At first, Uenoyama is nonplussed by Mafuyu Sato and his slightly odd behavior, but when, on a whim, he asks Mafuyu to sing, the power of that song pierces him to the core. (Source: SuBLime)",8.245000000000001,162,84,"[""Drama"", ""Romance"", ""Yaoi""]","[""Yaoi"", ""Drama"", ""Romance""]","[{""name"": ""Natsuki Kizu"", ""role"": ""Scénario & Dessin""}]"
7375,kimi-ni-todoke,finished,Kimi ni Todoke,Kimi ni Todoke: From Me to You,君に届け,kimi ni todoke,kimi ni todoke from me to you,,"Kuronuma Sawako is completely misunderstood by her classmates. Her timid and sweet demeanor is often mistaken for malicious behavior. This is due to her resemblance to the ghost girl from ""The Ring"", which has led her peers to give her the nickname Sadako. Longing to make friends and live a normal life, she is naturally drawn to Kazehaya Shouta, the most popular guy in class, whose ""100% refreshing"" personality earns him great admiration from Sawako. So when Kazehaya starts talking to her, maybe there is hope for the friendships Sawako has always longed for. Maybe...there is even a little hope for some romance in her future. (Source: MAL)",8.243,172,85,"[""School Life"", ""Slice of Life"", ""Romance"", ""Shoujo"", ""Slow When It Comes To Love"", ""Friendship"", ""High School"", ""Drama""]","[""School"", ""Slice of Life"", ""Romance""]","[{""name"": ""Karuho Shiina"", ""role"": ""Scénario & Dessin""}]"
19217,bakuman,finished,Bakuman.,Bakuman。,BAKUMAN。 バクマン。,bakuman,bakuman,bakuman,"Bakuman follows the story of high school student Moritaka Mashiro, a talented artist who does not know what he wants to do with his future. One day, Mashiro draws a picture of Miho Azuki, a girl he is secretly fond of, during class but forgets the notebook at school. He comes back to find that his classmate Akito Takagi is waiting for him with his notebook. Takagi tries to convince Mashiro to become a mangaka, a manga artist, with him, leading to Mashiro's disagreement. Mashiro goes home and thinks about his mangaka uncle, who had only one successful series before he died in obscurity. Mashiro is interrupted by a phone call from Takagi, who says that he is going to tell Azuki that Mashiro likes her. Mashiro runs down to Azuki's house to find Takagi waiting for him. Once Azuki comes out to meet them, Takagi tells her that he and Mashiro are aiming to be mangaka. Mashiro then learns that she wants to be a seiyuu, a voice actor, and has shown promise in the field. Mashiro, once again thinking about his uncle, accidentally proposes to Azuki who accepts. However, she will only marry him after they achieve their dreams. In addition, they cannot see each other until then. (Source: Wikipedia)",8.232,253,86,"[""Comedy"", ""Drama"", ""Romance""]","[""Comedy"", ""Drama"", ""Romance""]","[{""name"": ""Takeshi Obata"", ""role"": ""Dessin""}, {""name"": ""Tsugumi Ohba"", ""role"": ""Scénario""}]"
11777,yamada-kun-to-7-nin-no-majo,finished,Yamada-kun to 7-nin no Majo,Yamada-kun and the Seven Witches,山田くんと7人の魔女,yamada kun to 7 nin no majo,yamada kun and the seven witches,7,"Ryuu Yamada is a second-year student at Suzaku High. Ryuu is always late for school, naps in class and gets abysmal grades. His life is a dead bore. The beautiful Urara Shiraishi, on the other hand, is Suzaku High's brightest student. One day, without explanation, their bodies are swapped! Ryuu ends up in Urara's body, and Urara in Ryuu's. (Source: MU) Includes the side stories Muramura and Sobasshi no Ryouri Yacchimauzo★",7.976000000000001,1036,87,"[""Comedy"", ""Fantasy"", ""School Life"", ""Romance"", ""Ecchi"", ""Gender Bender"", ""Shounen"", ""Mystery"", ""Supernatural"", ""Slice of Life"", ""Drama""]",[],"[{""name"": ""Miki Yoshikawa"", ""role"": ""Scénario & Dessin""}]"
56452,omniscient-readers-point-of-view,current,Omniscient Reader's Point of View,Omniscient Reader's Point of View,,omniscient reader s point of view,omniscient reader s point of view,,"Back then, Dok-Ja had no idea. He had no idea his favorite web novel 'Three Ways to Survive the Apocalypse' was going to come to life, and that he would become the only person to know how the world was going to end. He also had no idea he would end up becoming the protagonist of this novel-turned-reality. Now, Dok-Ja will go on a journey to change the course of the story and save humankind once and for all. (Source: WEBTOONS, edited)",8.362,40,88,"[""Adventure"", ""Action"", ""Fantasy"", ""Post Apocalypse""]",[],[]
38449,made-in-abyss,current,Made in Abyss,Made in Abyss,メイドインアビス,made in abyss,made in abyss,,"The enormous cave system, known as the Abyss, is the only unexplored place in the world. Nobody knows how deep down goes this titanic pit, inhabited by strange and wondrous creatures and full of mysterious ancient relics which purpose in unknown to modern man. Generations of bold adventurers have been drawn by the cryptic depths of the Abyss. In course of time those bold enough to explore the dangerous pit came to be known as ""Cave Raiders."" In Oosu, the town at the edge of the Abyss, there lives a little orphan named Rico, who dreams of becoming as great a cave raider as her mother was and solving the great mystery of the pit. One day exploring the murky depths she stumbles upon a little boy, who turns out to be a robot...",8.26,119,89,"[""Science Fiction"", ""Fantasy"", ""Adventure"", ""Drama"", ""Dark Fantasy"", ""Human Enhancement"", ""Psychological"", ""Android"", ""Seinen"", ""Fantasy World""]",[],"[{""name"": ""Akihito Tsukushi"", ""role"": ""Scénario & Dessin""}]"
40439,jumyou-wo-kaitotte-moratta-ichinen-ni-tsuki-ichimanen-de-manga,finished,"Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de.",I sold my life for ten thousand yen per year.,寿命を買い取ってもらった。一年につき、一万円で。,jumyou wo kaitotte moratta ichinen ni tsuki ichimanen de,i sold my life for ten thousand yen per year,,"A twenty-year-old with little hope for the future discovers a shop that buys lifespan, time, and health. This is a story dealing with the ensuing consequences. (Source: MU) Note: Volume 2 contains the side story ""Sonzai no Iu made mo Nai Karusa"". Volume 3 contains the side story ""Chiisana Negai"".",8.292,77,90,"[""Psychological"", ""Romance"", ""Drama"", ""Contemporary Fantasy""]","[""Supernatural"", ""Drama""]","[{""name"": ""Shouichi Taguchi"", ""role"": ""Dessin""}, {""name"": ""Sugaru Miaki"", ""role"": ""Scénario""}]"
36446,19-tian,current,19 Days,19 Days,19日,19 days,19 days,19,The cute and funny bromance of a boy and his best friend. (Source: MU),8.251999999999999,140,91,"[""Comedy"", ""School Life"", ""Slice of Life"", ""Drama""]","[""Comedy"", ""School"", ""Slice of Life"", ""Drama""]",[]
10979,dengeki-daisy,finished,Dengeki Daisy,Dengeki Daisy,電撃デイジー,dengeki daisy,dengeki daisy,,"Before he died, Kurebayashi Teru's brother gave her only a cell phone, telling her to contact ""Daisy"" if she ever needs someone to talk to. Now, even though she lives alone and without relatives, Teru never feels lonely because Daisy is her constant confidant and supporter. In order to pay off a debt, Teru finds herself needing to work for the rude, inconsiderate, and abusive (not to mention quite handsome) school janitor, Kurosaki Tasuku. While her predicament seems on the opposite spectrum of her relationship with Daisy, maybe Teru's two different worlds are more closely connected than she thought? (Source: MAL Rewrite) Included one-shot: Volume 16: Hetakuso Cupid (The Hopeless Cupid)",8.226,306,92,"[""Comedy"", ""Drama"", ""Romance""]","[""Comedy"", ""Drama"", ""Romance""]","[{""name"": ""Kyousuke Motomi"", ""role"": ""Scénario & Dessin""}]"
30463,grand-blue,current,Grand Blue,Grand Blue Dreaming,ぐらんぶる,grand blue,grand blue dreaming,,"A new life begins for Kitahara Iori as he begins his college career near the ocean in Izu city, full of excitement for his new life. He will be moving into his Uncle's diving store ""Grand Blue."" There he finds the beautiful ocean, beautiful women, and men that love diving and alcohol. Will Iori be able to live his dream college life? (Source: MangaHelpers)",8.274,93,93,"[""Comedy"", ""Slice of Life"", ""University"", ""Ecchi"", ""Romance""]","[""Comedy"", ""Slice of Life""]","[{""name"": ""Kenji Inoue"", ""role"": ""Scénario""}, {""name"": ""Kimitake Yoshioka"", ""role"": ""Dessin""}]"
20582,ookami-kodomo-no-ame-to-yuki-manga,finished,Ookami Kodomo no Ame to Yuki,Wolf Children: Ame & Yuki,おおかみこどもの雨と雪,ookami kodomo no ame to yuki,wolf children ame yuki,,"When Hana falls in love with a young interloper she encounters in her college class, the last thing she expects to learn is that he is part wolf. Instead of rejecting her lover upon learning his secret, she accepts him with open arms. Soon, the couple is expecting their first child, and a cozy picture of family life unfolds. But after what seems like a mere moment of bliss to Hana, the father of her children is tragically taken from her. Life as a single mother is hard in any situation, but when your children walk a fine line between man and beast, the rules of parenting all but go out the window. With no one to turn to, how will Hana survive? (Source: Yen Press)",8.241,177,94,"[""Fantasy"", ""Slice of Life"", ""Romance"", ""Juujin"", ""Thriller""]","[""Thriller"", ""Fantasy"", ""Slice of Life"", ""Drama"", ""Romance""]","[{""name"": ""Mamoru Hosoda"", ""role"": ""Scénario""}, {""name"": ""Yuu"", ""role"": ""Dessin""}]"
17413,the-breaker-manhwa,finished,The Breaker,The Breaker,브레이커,the breaker,the breaker,,"The new English teacher, Chun-Woo, is not your ordinary teacher. Shioon, a victim of constant bullying, unexpectedly witnesses Chun-Woo's fighting power, and begs him to make him his disciple. Chun-Woo claims he can teach Shioon only if he is truly determined, and Shioon must jump off a bridge into a deep river in order to prove it! It turns out, however, that Chun-Woo and his powers are more than meets the eye. Shioon makes a grand entrance into the hidden world of martial arts, and he is about to be taught by the best there is! (Source: MU)",8.22,349,95,"[""Comedy"", ""School Life"", ""Action"", ""Martial Arts""]","[""Comedy"", ""Martial Arts"", ""School"", ""Drama"", ""Action""]","[{""name"": ""Jin-Hwan Park"", ""role"": ""Dessin""}, {""name"": ""Geuk-jin Jeon"", ""role"": ""Scénario""}]"
40961,love-is-an-illusion,finished,Love is an Illusion!,Love is an Illusion!,恋は幻想！,love is an illusion,love is an illusion,,"Hye-sung spent his entire life believing he was an Alpha, the jackpot of the genetic lottery. But his world is flipped upside down when he finds out he isn’t an Alpha, but a lowly Omega. This revelation is pushed to its limits when when he constantly crosses paths with Dojin, an Alpha who can’t stand Omegas. Take a step into the omegaverse and find out what it is that makes their pulses race and their bodies go wild. (Source: Lezhin)",8.205,444,96,"[""Yaoi"", ""Comedy"", ""Romance""]",[],[]
18123,akame-ga-kill,finished,Akame ga Kill!,Akame ga Kill!,アカメが斬る！,akame ga kill,akame ga kill,,"In a fantasy world, fighter Tatsumi sets out for the Capital to earn money for his starving village, and finds a world of unimaginable corruption, all spreading from the depraved Prime Minister who controls the child Emperor's ear. After nearly becoming a victim of this corruption himself, Tatsumi is recruited by Night Raid, a group of assassins dedicated to eliminating the corruption plaguing the Capitol by mercilessly killing those responsible.",7.65,2617,97,"[""Fantasy"", ""Horror"", ""Drama"", ""Action""]","[""Fantasy"", ""Horror"", ""Drama"", ""Action""]","[{""name"": ""Tetsuya Tashiro"", ""role"": ""Dessin""}, {""name"": ""Takahiro"", ""role"": ""Scénario""}]"
2435,dorohedoro,finished,Dorohedoro,Dorohedoro,ドロヘドロ,dorohedoro,dorohedoro,,"In a city so dismal it's known only as ""the Hole,"" a clan of Sorcerers have been plucking people off the streets to use as guinea pigs for atrocious ""experiments"" in the black arts. In a dark alley, Nikaido found Caiman, a man with a reptile head and a bad case of amnesia. To undo the spell, they're hunting and killing the Sorcerers in the Hole, hoping that eventually they'll kill the right one. But when En, the head Sorcerer, gets word of a lizard-man slaughtering his people, he sends a crew of ""cleaners"" into the Hole, igniting a war between two worlds. (Source: Viz Media)",8.27,101,98,"[""Comedy"", ""Fantasy"", ""Action"", ""Adventure"", ""Horror"", ""Mystery"", ""Supernatural"", ""Psychological"", ""Seinen"", ""Magic""]","[""Comedy"", ""Fantasy"", ""Horror"", ""Action"", ""Adventure""]","[{""name"": ""Q Hayashida"", ""role"": ""Scénario & Dessin""}]"
133,slam-dunk,finished,Slam Dunk,Slam Dunk,SLAM DUNK,slam dunk,slam dunk,slam dunk,"Winning isn't everything in the game of basketball, but who wants to come in second? It takes dedication and discipline to be the best, and the Shohoku High hoops team wants to be just that. They have one last year to make their captain's dream of reaching the finals come true--will they do it? Takehiko Inoue's legendary beloved basketball manga is finally here and the tale of a lifetime is in your hands. Hanamichi Sakuragi's got no game with girls--none at all! It doesn't help that he's known for throwing down at a moment's notice and always coming out on top. A hopeless bruiser, he's been rejected by 50 girls in a row! All that changes when he meets the girl of his dreams, Haruko, and she's actually not afraid of him! When she introduces him to the game of basketball, his life is changed forever... (Source: VIZ) Included one-shot: Volume 31: Slam Dunk: 10 Days After",8.297,74,99,"[""Comedy"", ""Sports"", ""School Life"", ""School Clubs"", ""Basketball"", ""Shounen""]","[""Comedy"", ""Sports"", ""School"", ""Drama""]","[{""name"": ""Takehiko Inoue"", ""role"": ""Scénario & Dessin""}]"
40324,ijiranaide-nagatoro-san,finished,"Ijiranaide, Nagatoro-san","Please don't bully me, Nagatoro",イジらないで、長瀞さん,ijiranaide nagatoro san,please don t bully me nagatoro,,Nagatoro is a freshman in high school who loves teasing and torturing her older male classmate! What’s her motivation and why does Senpai put up with her? Does Nagatoro just want to create misery for Senpai? Or maybe she secretly likes him? (Source: Kodansha USA) Note: Includes 34 extra chapters.,7.670999999999999,2483,100,"[""Comedy"", ""Romance"", ""School Life"", ""Slice of Life"", ""Shounen""]",[],"[{""name"": ""774"", ""role"": ""Scénario & Dessin""}]"
